element	sp_num	obs_wl_vac(nm)	unc_obs_wl	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref
O	2	"384.8983"	"0.0010"	"14"	"1.87e+07"	B+	"25.6313478"	"28.8525664"	"2s2.2p2.(3P).3p"	"4D*"	"1/2"	"2s2.2p2.(3P).3d"	"4D"	"1/2"		"T6172,T6632"	"L10621"
O	2	"385.1889"	"0.0010"	"14"	"3.40e+06"	C	"25.6382319"	"28.8570199"	"2s2.2p2.(3P).3p"	"4D*"	"3/2"	"2s2.2p2.(3P).3d"	"4D"	"5/2"		"T6172,T6632"	"L10621"
O	2	"385.2124"	"0.0010"	"17"	"1.52e+07"	B+	"25.6382319"	"28.8568239"	"2s2.2p2.(3P).3p"	"4D*"	"3/2"	"2s2.2p2.(3P).3d"	"4D"	"3/2"		"T6172,T6632"	"L10621"
O	2	"385.2563"	"0.0010"	"15"	"2.72e+06"	C	"25.6650368"	"28.8832609"	"2s2.2p2.(3P).3p"	"4D*"	"7/2"	"2s2.2p2.(3P).3d"	"2F"	"7/2"		"T6172"	"L10621"
O	2	"385.3475"	"0.0010"	"9"	"2.98e+06"	D	"28.509803"	"31.727258"	"2s2.2p2.(1D).3p"	"2D*"	"5/2"	"2s2.2p2.(3P).4d"	"2D"	"5/2"		"T5723LS"	"L10621"
O	2	"385.7227"	"0.0010"	"16"	"2.45e+07"	C+	"25.6382319"	"28.8525664"	"2s2.2p2.(3P).3p"	"4D*"	"3/2"	"2s2.2p2.(3P).3d"	"4D"	"1/2"		"T6172,T6632"	"L10621"
C	2	"385.771"	"0.004"	"7h"	""		"24.274339"	"27.488250"	"2s.2p.(3P*).3d"	"4F*"	"7/2"	"2s.2p.(3P*).4f"	"4D"	"5/2"		""	"L1176"
O	2	"385.8260"	"0.0010"	"17"	"6.59e+06"	C	"25.6495863"	"28.8630624"	"2s2.2p2.(3P).3p"	"4D*"	"5/2"	"2s2.2p2.(3P).3d"	"2F"	"5/2"		"T6172"	"L10621"
C	2	"386.3276"	"0.0007"	"11"	"2.4e+06"	C	"24.277795"	"27.487106"	"2s.2p.(3P*).3d"	"4F*"	"9/2"	"2s.2p.(3P*).4f"	"4D"	"7/2"		"T10528"	"L1176"
O	2	"386.4597"	"0.0010"	"17"	"5.99e+06"	B+	"25.6495863"	"28.8577953"	"2s2.2p2.(3P).3p"	"4D*"	"5/2"	"2s2.2p2.(3P).3d"	"4D"	"7/2"		"T6172,T6632"	"L10621"
O	2	"386.5221"	"0.0010"	"11"	"9.12e+06"	C	"25.6313478"	"28.8390335"	"2s2.2p2.(3P).3p"	"4D*"	"1/2"	"2s2.2p2.(3P).3d"	"4P"	"1/2"		"T6172"	"L10621"
O	2	"386.5522"	"0.0010"	"17"	"2.06e+07"	B+	"25.6495863"	"28.8570199"	"2s2.2p2.(3P).3p"	"4D*"	"5/2"	"2s2.2p2.(3P).3d"	"4D"	"5/2"		"T6172,T6632"	"L10621"
O	2	"386.5763"	"0.0010"	"16"	"1.91e+07"	C+	"25.6495863"	"28.8568239"	"2s2.2p2.(3P).3p"	"4D*"	"5/2"	"2s2.2p2.(3P).3d"	"4D"	"3/2"		"T6172,T6632"	"L10621"
C	2	"386.9971"	"0.0017"	"35h"	"1.14e+07"	C	"24.274339"	"27.478084"	"2s.2p.(3P*).3d"	"4F*"	"7/2"	"2s.2p.(3P*).4f"	"2G"	"9/2"		"T10528"	"L1176"
C	2	"387.2767"	"0.0017"	"50h"	"1.84e+07"	C+	"24.271876"	"27.473311"	"2s.2p.(3P*).3d"	"4F*"	"5/2"	"2s.2p.(3P*).4f"	"2G"	"7/2"		"T10528"	"L1176"
O	2	"387.3537"	"0.0010"	"10"	"4.84e+05"	C	"25.6382319"	"28.8390335"	"2s2.2p2.(3P).3p"	"4D*"	"3/2"	"2s2.2p2.(3P).3d"	"4P"	"1/2"		"T6172"	"L10621"
C	2	"387.4165"	"0.0017"	"7h"	""		"24.277795"	"27.478084"	"2s.2p.(3P*).3d"	"4F*"	"9/2"	"2s.2p.(3P*).4f"	"2G"	"9/2"		""	"L1176"
O	2	"387.5190"	"0.0010"	"12"	"3.26e+06"	C	"25.6313478"	"28.8307832"	"2s2.2p2.(3P).3p"	"4D*"	"1/2"	"2s2.2p2.(3P).3d"	"4P"	"3/2"		"T6172"	"L10621"
C	2	"387.5764"	"0.0017"	"11h"	"2.9e+06"	C	"24.274339"	"27.473311"	"2s.2p.(3P*).3d"	"4F*"	"7/2"	"2s.2p.(3P*).4f"	"2G"	"7/2"		"T10528"	"L1176"
O	2	"387.6895"	"0.0010"	"13"	"3.38e+06"	C	"25.6650368"	"28.8630624"	"2s2.2p2.(3P).3p"	"4D*"	"7/2"	"2s2.2p2.(3P).3d"	"2F"	"5/2"		"T6172"	"L10621"
C	2	"387.7154"	"0.0007"	"140"	"2.13e+08"	B	"24.270232"	"27.468054"	"2s.2p.(3P*).3d"	"4F*"	"3/2"	"2s.2p.(3P*).4f"	"4G"	"5/2"		"T10528"	"L1176"
C	2	"387.7286"	"0.0007"	"300"	"2.63e+08"	B+	"24.277795"	"27.475501"	"2s.2p.(3P*).3d"	"4F*"	"9/2"	"2s.2p.(3P*).4f"	"4G"	"11/2"		"T2440"	"L1176"
C	2	"387.7507"	"0.0007"	"250"	"2.30e+08"	B+	"24.274339"	"27.471868"	"2s.2p.(3P*).3d"	"4F*"	"7/2"	"2s.2p.(3P*).4f"	"4G"	"9/2"		"T2440"	"L1176"
C	2	"387.7763"	"0.0007"	"210"	"1.94e+08"	B	"24.271876"	"27.469200"	"2s.2p.(3P*).3d"	"4F*"	"5/2"	"2s.2p.(3P*).4f"	"4G"	"7/2"		"T10528"	"L1176"
C	2	"387.9127"	"0.0007"	"40"	"3.65e+07"	C+	"24.271876"	"27.468054"	"2s.2p.(3P*).3d"	"4F*"	"5/2"	"2s.2p.(3P*).4f"	"4G"	"5/2"		"T10528"	"L1176"
C	2	"388.0740"	"0.0007"	"39"	"3.39e+07"	C+	"24.274339"	"27.469200"	"2s.2p.(3P*).3d"	"4F*"	"7/2"	"2s.2p.(3P*).4f"	"4G"	"7/2"		"T10528"	"L1176"
C	2	"388.1688"	"0.0007"	"39"	"2.24e+07"	C+	"24.277795"	"27.471868"	"2s.2p.(3P*).3d"	"4F*"	"9/2"	"2s.2p.(3P*).4f"	"4G"	"9/2"		"T10528"	"L1176"
O	2	"388.3292"	"0.0010"	"20"	"5.10e+07"	B+	"25.6650368"	"28.8577953"	"2s2.2p2.(3P).3p"	"4D*"	"7/2"	"2s2.2p2.(3P).3d"	"4D"	"7/2"		"T6172,T6632"	"L10621"
O	2	"388.3546"	"0.0010"	"13"	"8.94e+06"	C	"25.6382319"	"28.8307832"	"2s2.2p2.(3P).3p"	"4D*"	"3/2"	"2s2.2p2.(3P).3d"	"4P"	"3/2"		"T6172"	"L10621"
O	2	"388.4230"	"0.0010"	"14"	"1.07e+07"	B+	"25.6650368"	"28.8570199"	"2s2.2p2.(3P).3p"	"4D*"	"7/2"	"2s2.2p2.(3P).3d"	"4D"	"5/2"		"T6172,T6632"	"L10621"
C	2	"388.4925"	"0.0007"	"15"	"8.e+05"	E	"24.277795"	"27.469200"	"2s.2p.(3P*).3d"	"4F*"	"9/2"	"2s.2p.(3P*).4f"	"4G"	"7/2"		"T10528"	"L1176"
D	1	"388.90631"	"0.00011"	""	""		"10.20158115391"	"13.389603009286"	"2p"	"2P*"	"1/2"	"8d"	"2D"	"3/2"		""	"L46,L1890,c27"
D	1	"388.90661"	"0.00011"	""	""		""	""	""	""	""	""	""	""		""	"L46,L1890,c27,c51"
D	1	"388.90920"	"0.00009"	""	"2.2153e+05"	AA	"[10.20160496]"	"[13.389603384]"	"2"	""	""	"8"	""	""		"T8637"	"L46,L1890,c27,c52"
D	1	"388.91176"	"0.00011"	""	""		"10.2016265299"	"13.389603245626"	"2p"	"2P*"	"3/2"	"8d"	"2D"	"5/2"		""	"L46,L1890,c27"
D	1	"388.91177"	"0.00011"	""	""		""	""	""	""	""	""	""	""		""	"L46,L1890,c27,c53"
O	2	"389.4619"	"0.0010"	"11"	"1.89e+06"	C	"25.6382319"	"28.8217045"	"2s2.2p2.(3P).3p"	"4D*"	"3/2"	"2s2.2p2.(3P).3d"	"4P"	"5/2"		"T6172"	"L10621"
O	2	"389.7408"	"0.0010"	"10"	"1.62e+05"	C	"25.6495863"	"28.8307832"	"2s2.2p2.(3P).3p"	"4D*"	"5/2"	"2s2.2p2.(3P).3d"	"4P"	"3/2"		"T6172"	"L10621"
O	2	"390.8562"	"0.0010"	"15"	"8.64e+06"	C	"25.6495863"	"28.8217045"	"2s2.2p2.(3P).3p"	"4D*"	"5/2"	"2s2.2p2.(3P).3d"	"4P"	"5/2"		"T6172"	"L10621"
O	2	"391.3065"	"0.0010"	"20"	"1.09e+08"	B+	"25.661218"	"28.829685"	"2s2.2p2.(1D).3s"	"2D"	"5/2"	"2s2.2p2.(1D).3p"	"2P*"	"3/2"		"T6172n"	"L10621"
O	2	"391.3215"	"0.0010"	"16"	"1.41e+07"	B	"25.661347"	"28.829685"	"2s2.2p2.(1D).3s"	"2D"	"3/2"	"2s2.2p2.(1D).3p"	"2P*"	"3/2"		"T6172n"	"L10621"
O	2	"391.8646"	"0.0010"	"7"	"7.64e+05"	D	"28.509803"	"31.673760"	"2s2.2p2.(1D).3p"	"2D*"	"5/2"	"2s2.2p2.(3P).4d"	"2F"	"7/2"		"T5723LS"	"L10621"
C	2	"392.0088"	"0.0007"	"330"	"6.36e+07"	B	"16.3317419"	"19.494538"	"2s2.3p"	"2P*"	"1/2"	"2s2.4s"	"2S"	"1/2"		"T5109LS"	"L1176"
N	2	"392.011"	"0.010"	"360"	"7.56e+07"	B+	"20.409133"	"23.571906"	"2s2.2p.3p"	"1P"	"1"	"2s2.2p.3d"	"1P*"	"1"		"T7333"	"L3513"
O	2	"392.0395"	"0.0010"	"18"	"1.22e+08"	B+	"25.661347"	"28.823901"	"2s2.2p2.(1D).3s"	"2D"	"3/2"	"2s2.2p2.(1D).3p"	"2P*"	"1/2"		"T6172n"	"L10621"
C	2	"392.1803"	"0.0007"	"580"	"1.27e+08"	B	"16.3331238"	"19.494538"	"2s2.3p"	"2P*"	"3/2"	"2s2.4s"	"2S"	"1/2"		"T5109LS"	"L1176"
C	2	"392.512"	"0.010"	"27w*"	"2.4e+06"	E	"20.844740"	"24.00349"	"2s2.4d"	"2D"	"3/2"	"2s2.12f"	"2F*"	"5/2"		"T10528"	"L21568,L22145"
C	2	"392.512"	"0.010"	"27w*"	"2.6e+06"	E	"20.844765"	"24.00349"	"2s2.4d"	"2D"	"5/2"	"2s2.12f"	"2F*"	"7/2"		"T10528"	"L21568,L22145"
C	2	"392.512"	"0.010"	"27w*"	"1.7e+05"	E	"20.844765"	"24.00349"	"2s2.4d"	"2D"	"5/2"	"2s2.12f"	"2F*"	"5/2"		"T10528"	"L21568,L22145"
O	2	"392.7696"	"0.0010"	"5"	"5.05e+05"	C	"25.6650368"	"28.8217045"	"2s2.2p2.(3P).3p"	"4D*"	"7/2"	"2s2.2p2.(3P).3d"	"4P"	"5/2"		"T6172"	"L10621"
C	2	"393.024"	"0.004"	"21*"	"1.1e+06"	E	"20.950632"	"24.10527"	"2s2.4f"	"2F*"	"5/2"	"2s2.14g"	"2G"	"7/2"		"T10528"	"L21568"
C	2	"393.024"	"0.004"	"21*"	"1.2e+06"	E	"20.950654"	"24.10527"	"2s2.4f"	"2F*"	"7/2"	"2s2.14g"	"2G"	"9/2"		"T10528"	"L21568"
C	2	"393.024"	"0.004"	"21*"	"4.e+04"	E	"20.950654"	"24.10527"	"2s2.4f"	"2F*"	"7/2"	"2s2.14g"	"2G"	"7/2"		"T10528"	"L21568"
N	3	"393.963"	"0.010"	"90"	"8.96e+07"	B	"38.33408"	"41.48118"	"2s.2p.(3P*).3p"	"2P"	"3/2"	"2s.2p.(3P*).3d"	"2D*"	"5/2"		"T7192LS"	"L3513"
C	1	"394.3339"	"0.0005"	"7900"	""		"7.68476777"	"10.828910"	"2s2.2p.3s"	"1P*"	"1"	"2s2.2p.6p"	"1S"	"0"		""	"L17684"
C	2	"394.5309"	"0.0007"	"14"	""		"24.270232"	"27.412802"	"2s.2p.(3P*).3d"	"4F*"	"3/2"	"2s.2p.(3P*).4f"	"4F"	"5/2"		""	"L1176"
C	2	"394.6120"	"0.0007"	"24"	"1.9e+07"	C	"24.270232"	"27.412155"	"2s.2p.(3P*).3d"	"4F*"	"3/2"	"2s.2p.(3P*).4f"	"4F"	"3/2"		"T10528"	"L1176"
O	2	"394.61541"	"0.00010"	"19"	"2.01e+07"	B	"23.4191946"	"26.5610940"	"2s2.2p2.(3P).3s"	"2P"	"1/2"	"2s2.2p2.(3P).3p"	"2P*"	"3/2"		"T6172,T6632"	"L6915"
C	2	"394.6314"	"0.0020"	"19"	"3.4e+06"	C	"24.271876"	"27.413617"	"2s.2p.(3P*).3d"	"4F*"	"5/2"	"2s.2p.(3P*).4f"	"2F"	"7/2"		"T10528"	"L1176"
C	2	"394.7395"	"0.0022"	"20u"	""		"24.271876"	"27.412802"	"2s.2p.(3P*).3d"	"4F*"	"5/2"	"2s.2p.(3P*).4f"	"4F"	"5/2"		""	"L1176"
B	2	"394.740"	"0.020"	"12*"	""		"24.51102"	"27.65337"	"1s2.2p.3d"	"3F*"	"2"	"1s2.2p.4f"	"3F"	"2"		""	"L12120"
B	2	"394.740"	"0.020"	"12*"	""		"24.51213"	"27.65337"	"1s2.2p.3d"	"3F*"	"3"	"1s2.2p.4f"	"3F"	"3"		""	"L12120"
B	2	"394.740"	"0.020"	"12*"	""		"24.51399"	"27.65337"	"1s2.2p.3d"	"3F*"	"4"	"1s2.2p.4f"	"3F"	"4"		""	"L12120"
C	2	"394.7546"	"0.0022"	"7u"	"5.6e+06"	C	"24.271876"	"27.412647"	"2s.2p.(3P*).3d"	"4F*"	"5/2"	"2s.2p.(3P*).4f"	"4F"	"7/2"		"T10528"	"L1176"
C	2	"394.8196"	"0.0007"	"11"	"4.7e+06"	C	"24.271876"	"27.412155"	"2s.2p.(3P*).3d"	"4F*"	"5/2"	"2s.2p.(3P*).4f"	"4F"	"3/2"		"T10528"	"L1176"
O	1	"394.841"	"0.010"	"185"	"4.91e+05"	B	"9.1460911"	"12.2861939"	"2s2.2p3.(4S*).3s"	"5S*"	"2"	"2s2.2p3.(4S*).4p"	"5P"	"3"		"T5803,LS"	"L3760"
O	1	"394.860"	"0.010"	"160"	"4.88e+05"	B	"9.1460911"	"12.2860456"	"2s2.2p3.(4S*).3s"	"5S*"	"2"	"2s2.2p3.(4S*).4p"	"5P"	"2"		"T5803,LS"	"L3760"
O	1	"394.871"	"0.010"	"140"	"4.87e+05"	B	"9.1460911"	"12.2859622"	"2s2.2p3.(4S*).3s"	"5S*"	"2"	"2s2.2p3.(4S*).4p"	"5P"	"1"		"T5803,LS"	"L3760"
C	2	"394.884"	"0.009"	"32l*"	"6.9e+06"	C	"24.274339"	"27.414114"	"2s.2p.(3P*).3d"	"4F*"	"7/2"	"2s.2p.(3P*).4f"	"4F"	"9/2"		"T10528"	"L1176"
C	2	"394.884"	"0.009"	"32l*"	""		"24.271876"	"27.411529"	"2s.2p.(3P*).3d"	"4F*"	"5/2"	"2s.2p.(3P*).4f"	"2F"	"5/2"		""	"L1176"
C	2	"394.9450"	"0.0007"	"34"	"3.6e+06"	C	"24.274339"	"27.413617"	"2s.2p.(3P*).3d"	"4F*"	"7/2"	"2s.2p.(3P*).4f"	"2F"	"7/2"		"T10528"	"L1176"
C	2	"395.0491"	"0.0022"	"9u"	""		"24.274339"	"27.412802"	"2s.2p.(3P*).3d"	"4F*"	"7/2"	"2s.2p.(3P*).4f"	"4F"	"5/2"		""	"L1176"
C	2	"395.0648"	"0.0022"	"19u"	"1.21e+07"	C	"24.274339"	"27.412647"	"2s.2p.(3P*).3d"	"4F*"	"7/2"	"2s.2p.(3P*).4f"	"4F"	"7/2"		"T10528"	"L1176"
B	2	"395.149"	"0.020"	"18"	""		"24.514173"	"27.65182"	"1s2.2p.3d"	"1D*"	"2"	"1s2.2p.4f"	"1F"	"3"		""	"L12120"
C	2	"395.3176"	"0.0007"	"63"	"2.11e+07"	C+	"24.277795"	"27.414114"	"2s.2p.(3P*).3d"	"4F*"	"9/2"	"2s.2p.(3P*).4f"	"4F"	"9/2"		"T10528"	"L1176"
C	2	"395.3798"	"0.0007"	"9"	""		"24.277795"	"27.413617"	"2s.2p.(3P*).3d"	"4F*"	"9/2"	"2s.2p.(3P*).4f"	"2F"	"7/2"		""	"L1176"
C	2	"395.5069"	"0.0020"	"7"	"1.7e+06"	C	"24.277795"	"27.412647"	"2s.2p.(3P*).3d"	"4F*"	"9/2"	"2s.2p.(3P*).4f"	"4F"	"7/2"		"T10528"	"L1176"
O	2	"395.54810"	"0.00010"	"20"	"8.57e+07"	B	"23.4191946"	"26.5536859"	"2s2.2p2.(3P).3s"	"2P"	"1/2"	"2s2.2p2.(3P).3p"	"2P*"	"1/2"		"T6172"	"L6915"
O	1	"395.573"	"0.010"	"100"	"2.32e+05"	C+	"10.9888616"	"14.1231587"	"2s2.2p3.(4S*).3p"	"3P"	"2"	"2s2.2p3.(2P*).3s"	"3P*"	"2"		"T5713LS"	"L3760"
N	2	"395.697"	"0.010"	"450"	"1.21e+07"	B+	"18.466228"	"21.599539"	"2s2.2p.3s"	"3P*"	"1"	"2s2.2p.3p"	"1D"	"2"		"T7333"	"L3513"
C	1	"396.2524"	"0.0005"	"7900"	""		"7.68476777"	"10.8136879"	"2s2.2p.3s"	"1P*"	"1"	"2s2.2p.6p"	"1D"	"2"		""	"L17684"
O	3	"396.271"	"0.010"	"200"	"1.25e+08"	B	"38.011829"	"41.140615"	"2s2.2p.(2P*).3p"	"1D"	"2"	"2s2.2p.(2P*).3d"	"1F*"	"3"		"T5376,T5791"	"L3492"
C	2	"397.004"	"0.004"	"7h"	""		"24.370757"	"27.493785"	"2s.2p.(3P*).3d"	"4D*"	"3/2"	"2s.2p.(3P*).4f"	"2D"	"3/2"		""	"L1176"
D	1	"397.00848"	"0.00003"	""	""		"10.20158115391"	"[13.324542229]"	"2p"	"2P*"	"1/2"	"7d"	"2D"	"3/2"		""	"L46,L1890,c27"
D	1	"397.00879"	"0.00003"	""	""		""	""	""	""	""	""	""	""		""	"L46,L1890,c27,c54"
D	1	"397.01152"	"0.00006"	""	"4.3901e+05"	AA	"[10.20160496]"	"[13.324542726]"	"2"	""	""	"7"	""	""		"T8637"	"L46,L1890,c27,c55"
D	1	"397.01421"	"0.00003"	""	""		"10.2016265299"	"[13.324542582]"	"2p"	"2P*"	"3/2"	"7d"	"2D"	"5/2"		""	"L46,L1890,c27"
D	1	"397.01422"	"0.00002"	""	""		""	""	""	""	""	""	""	""		""	"L46,L1890,c27,c56"
C	2	"397.0643"	"0.0007"	"14"	"1.9e+07"	C	"24.370080"	"27.492608"	"2s.2p.(3P*).3d"	"4D*"	"1/2"	"2s.2p.(3P*).4f"	"4D"	"1/2"		"T10528"	"L1176"
C	2	"397.151"	"0.004"	"19qs*"	""		"24.371800"	"27.493785"	"2s.2p.(3P*).3d"	"4D*"	"5/2"	"2s.2p.(3P*).4f"	"2D"	"3/2"		""	"L1176"
C	2	"397.151"	"0.004"	"19qs*"	"1.9e+07"	C	"24.370757"	"27.492608"	"2s.2p.(3P*).3d"	"4D*"	"3/2"	"2s.2p.(3P*).4f"	"4D"	"1/2"		"T10528"	"L1176"
C	2	"397.2698"	"0.0007"	"11"	"6.7e+06"	C	"24.370080"	"27.490983"	"2s.2p.(3P*).3d"	"4D*"	"1/2"	"2s.2p.(3P*).4f"	"4D"	"3/2"		"T10528"	"L1176"
O	2	"397.3189"	"0.0010"	"8"	""		"28.829685"	"31.950200"	"2s2.2p2.(1D).3p"	"2P*"	"3/2"	"2s2.2p2.(3P).5s"	"4P"	"1/2"		""	"L10621"
C	2	"397.356"	"0.004"	"32h*"	"2.6e+06"	C	"24.370757"	"27.490999"	"2s.2p.(3P*).3d"	"4D*"	"3/2"	"2s.2p.(3P*).4f"	"2D"	"5/2"		"T10528"	"L1176"
C	2	"397.356"	"0.004"	"32h*"	"1.5e+07"	C	"24.370757"	"27.490983"	"2s.2p.(3P*).3d"	"4D*"	"3/2"	"2s.2p.(3P*).4f"	"4D"	"3/2"		"T10528"	"L1176"
O	2	"397.43802"	"0.00010"	"24"	"1.02e+08"	B	"23.4415082"	"26.5610940"	"2s2.2p2.(3P).3s"	"2P"	"3/2"	"2s2.2p2.(3P).3p"	"2P*"	"3/2"		"T6172,T6632"	"L6915"
C	2	"397.488"	"0.004"	"39h*"	"6.8e+06"	C	"24.371800"	"27.490999"	"2s.2p.(3P*).3d"	"4D*"	"5/2"	"2s.2p.(3P*).4f"	"2D"	"5/2"		"T10528"	"L1176"
C	2	"397.488"	"0.004"	"39h*"	"1.3e+07"	C	"24.371800"	"27.490983"	"2s.2p.(3P*).3d"	"4D*"	"5/2"	"2s.2p.(3P*).4f"	"4D"	"3/2"		"T10528"	"L1176"
O	2	"397.5945"	"0.0010"	"6"	""		"31.367183"	"34.485538"	"2s2.2p2.(1S).3p"	"2P*"	"3/2"	"2s2.2p2.(1D).5s"	"2D"	"5/2"		""	"L10621"
C	2	"397.6466"	"0.0017"	"11h"	"2.3e+06"	C	"24.373054"	"27.490999"	"2s.2p.(3P*).3d"	"4D*"	"7/2"	"2s.2p.(3P*).4f"	"2D"	"5/2"		"T10528"	"L1176"
C	2	"397.7078"	"0.0017"	"9h"	"4.1e+06"	C	"24.370757"	"27.488250"	"2s.2p.(3P*).3d"	"4D*"	"3/2"	"2s.2p.(3P*).4f"	"4D"	"5/2"		"T10528"	"L1176"
C	2	"397.8394"	"0.0017"	"35h"	"1.8e+07"	C	"24.371800"	"27.488250"	"2s.2p.(3P*).3d"	"4D*"	"5/2"	"2s.2p.(3P*).4f"	"4D"	"5/2"		"T10528"	"L1176"
C	2	"397.989"	"0.004"	"19h*"	"3.6e+06"	C	"24.371800"	"27.487106"	"2s.2p.(3P*).3d"	"4D*"	"5/2"	"2s.2p.(3P*).4f"	"4D"	"7/2"		"T10528"	"L1176"
C	2	"397.989"	"0.004"	"19h*"	"5.7e+06"	C	"24.373054"	"27.488250"	"2s.2p.(3P*).3d"	"4D*"	"7/2"	"2s.2p.(3P*).4f"	"4D"	"5/2"		"T10528"	"L1176"
C	2	"398.1449"	"0.0007"	"69"	"3.61e+07"	C+	"24.373054"	"27.487106"	"2s.2p.(3P*).3d"	"4D*"	"7/2"	"2s.2p.(3P*).4f"	"4D"	"7/2"		"T10528"	"L1176"
O	2	"398.38405"	"0.00010"	"18"	"4.16e+07"	B	"23.4415082"	"26.5536859"	"2s2.2p2.(3P).3s"	"2P"	"3/2"	"2s2.2p2.(3P).3p"	"2P*"	"1/2"		"T6172,T6632"	"L6915"
O	2	"398.6545"	"0.0010"	"7"	"6.68e+05"	C	"25.8316247"	"28.941697"	"2s2.2p2.(3P).3p"	"4P*"	"1/2"	"2s2.2p2.(3P).3d"	"2P"	"3/2"		"T6172"	"L10621"
C	1	"398.8007"	"0.0010"	"2600*"	""		"7.945771557"	"11.054698"	"2s.2p3"	"3D*"	"3"	"2s2.2p.(2P*<3/2>).8f"	"2[7/2]"	"4"		""	"L17684"
C	1	"398.8007"	"0.0010"	"2600*"	""		"7.945771557"	"11.054698"	"2s.2p3"	"3D*"	"3"	"2s2.2p.(2P*<3/2>).8f"	"2[7/2]"	"3"		""	"L17684"
B	2	"399.137"	"0.010"	"70"	""		"21.150629"	"24.25694"	"1s2.2s.4p"	"1P*"	"1"	"1s2.2s.8d"	"1D"	"2"		""	"L12120"
O	2	"399.3886"	"0.0010"	"5"	"1.27e+05"	C	"25.8373471"	"28.941697"	"2s2.2p2.(3P).3p"	"4P*"	"3/2"	"2s2.2p2.(3P).3d"	"2P"	"3/2"		"T6172"	"L10621"
N	2	"399.613"	"0.010"	"1000"	"1.22e+08"	A	"18.496930"	"21.599539"	"2s2.2p.3s"	"1P*"	"1"	"2s2.2p.3p"	"1D"	"2"		"T7333"	"L3513"
C	1	"399.7618"	"0.0010"	"1700*"	""		"7.945771557"	"11.047224"	"2s.2p3"	"3D*"	"3"	"2s2.2p.(2P*<1/2>).8f"	"2[7/2]"	"4"		""	"L17684"
C	1	"399.7618"	"0.0010"	"1700*"	""		"7.945771557"	"11.047224"	"2s.2p3"	"3D*"	"3"	"2s2.2p.(2P*<1/2>).8f"	"2[7/2]"	"3"		""	"L17684"
C	1	"399.8096"	"0.0005"	"1700"	""		"7.94613476"	"11.047216"	"2s.2p3"	"3D*"	"1"	"2s2.2p.(2P*<1/2>).8f"	"2[5/2]"	"2"		""	"L17684"
C	1	"399.8266"	"0.0010"	"1700*"	""		"7.94627046"	"11.047219"	"2s.2p3"	"3D*"	"2"	"2s2.2p.(2P*<1/2>).8f"	"2[5/2]"	"3"		""	"L17684"
C	1	"399.8266"	"0.0010"	"1700*"	""		"7.94627046"	"11.047216"	"2s.2p3"	"3D*"	"2"	"2s2.2p.(2P*<1/2>).8f"	"2[5/2]"	"2"		""	"L17684"
N	3	"399.976"	"0.010"	"150"	"1.76e+08"	C+	"39.39569"	"42.49548"	"2s2.4d"	"2D"	"3/2"	"2s2.5f"	"2F*"	"5/2"		"T7192LS"	"L3513"
C	2	"400.1021"	"0.0007"	"11"	"1.5e+06"	C	"24.373054"	"27.471868"	"2s.2p.(3P*).3d"	"4D*"	"7/2"	"2s.2p.(3P*).4f"	"4G"	"9/2"		"T10528"	"L1176,L22145"
B	3	"400.120"	"0.010"	"136"	""		"228.4797"	"231.5783"	"1s.2s.(3S).4d"	"4D"	"1/2,3/2,5/2,7/2"	"1s.2s.(3S).5f"	"4F*"	"3/2,5/2,7/2,9/2"		""	"L12547"
C	2	"400.2848"	"0.0007"	"9"	"1.3e+06"	C	"24.371800"	"27.469200"	"2s.2p.(3P*).3d"	"4D*"	"5/2"	"2s.2p.(3P*).4f"	"4G"	"7/2"		"T10528"	"L1176,L22145"
C	1	"400.4108"	"0.0005"	"5300"	""		"7.68476777"	"10.781192"	"2s2.2p.3s"	"1P*"	"1"	"2s2.2p.6p"	"3D"	"1"		""	"L17684"
N	3	"400.471"	"0.010"	"200"	"1.88e+08"	C+	"39.39964"	"42.49560"	"2s2.4d"	"2D"	"5/2"	"2s2.5f"	"2F*"	"7/2"		"T7192LS"	"L3513"
O	2	"400.8595"	"0.0010"	"7"	""		"25.8487467"	"28.941697"	"2s2.2p2.(3P).3p"	"4P*"	"5/2"	"2s2.2p2.(3P).3d"	"2P"	"3/2"		""	"L10621"
C	2	"401.1018"	"0.0007"	"42"	"9.68e+06"	B	"22.898766"	"25.989855"	"2s.2p.(3P*).3p"	"4S"	"3/2"	"2s.2p.(3P*).4s"	"4P*"	"5/2"		"T5109LS"	"L1176"
C	1	"401.1064"	"0.0005"	"13000"	""		"7.68476777"	"10.775825"	"2s2.2p.3s"	"1P*"	"1"	"2s2.2p.6p"	"1P"	"1"		""	"L17684"
C	2	"401.707"	"0.003"	"30*"	"2.9e+06"	E	"20.844740"	"23.93119"	"2s2.4d"	"2D"	"3/2"	"2s2.11f"	"2F*"	"5/2"		"T10528"	"L21568,L22145"
C	2	"401.707"	"0.003"	"30*"	"3.1e+06"	E	"20.844765"	"23.93119"	"2s2.4d"	"2D"	"5/2"	"2s2.11f"	"2F*"	"7/2"		"T10528"	"L21568,L22145"
C	2	"401.707"	"0.003"	"30*"	"2.1e+05"	E	"20.844765"	"23.93119"	"2s2.4d"	"2D"	"5/2"	"2s2.11f"	"2F*"	"5/2"		"T10528"	"L21568,L22145"
